exec_date,index,entity,year,period,total
2020-12-15 09:28:27.533046,247,13000,2020,1,2.9286
2020-12-15 09:28:27.533046,248,13000,2020,2,3.9649
2020-12-15 09:28:27.533046,249,13000,2020,3,3.5594
2020-12-15 09:28:27.533046,250,13000,2020,4,2.2979
2020-12-15 09:28:27.533046,251,13000,2020,5,0.6308
2020-12-15 09:28:27.533046,252,13000,2020,6,0.0
2020-12-15 09:28:27.533046,253,13000,2020,7,0.0
2020-12-15 09:28:27.533046,254,13000,2020,8,0.0
2020-12-15 09:28:27.533046,255,13000,2020,9,0.0
2020-12-15 09:28:27.533046,256,13000,2020,10,0.0
2020-12-15 09:28:27.533046,257,13000,2020,11,0.0
2020-12-15 09:28:27.533046,258,13000,2020,12,0.0
2020-12-15 09:28:27.533046,259,13000,2020,13,0.0
2020-12-15 09:28:27.533046,260,15000,2016,1,0.5477
2020-12-15 09:28:27.533046,261,15000,2016,2,1.6431
2020-12-15 09:28:27.533046,262,15000,2016,3,4.2252
2020-12-15 09:28:27.533046,263,15000,2016,4,2.8168
2020-12-15 09:28:27.533046,264,15000,2016,5,3.521
2020-12-15 09:28:27.533046,265,15000,2016,6,3.8339
2020-12-15 09:28:27.533046,266,15000,2016,7,3.2862
2020-12-15 09:28:27.533046,267,15000,2016,8,3.2862
2020-12-15 09:28:27.533046,268,15000,2016,9,2.895
2020-12-15 09:28:27.533046,269,15000,2016,10,4.3034
2020-12-15 09:28:27.533046,270,15000,2016,11,3.0515
2020-12-15 09:28:27.533046,271,15000,2016,12,3.6774
2020-12-15 09:28:27.533046,272,15000,2016,13,4.0687
2020-12-15 09:28:27.533046,273,15000,2017,1,1.172
2020-12-15 09:28:27.533046,274,15000,2017,2,3.1252
2020-12-15 09:28:27.533046,275,15000,2017,3,3.5159
2020-12-15 09:28:27.533046,276,15000,2017,4,4.8441
2020-12-15 09:28:27.533046,277,15000,2017,5,4.3753
2020-12-15 09:28:27.533046,278,15000,2017,6,5.7035
2020-12-15 09:28:27.533046,279,15000,2017,7,3.3596
2020-12-15 09:28:27.533046,280,15000,2017,8,3.2815
2020-12-15 09:28:27.533046,281,15000,2017,9,3.594
2020-12-15 09:28:27.533046,282,15000,2017,10,5.2347
2020-12-15 09:28:27.533046,283,15000,2017,11,5.0785
2020-12-15 09:28:27.533046,284,15000,2017,12,4.6097
2020-12-15 09:28:27.533046,285,15000,2017,13,5.2347
2020-12-15 09:28:27.533046,286,15000,2018,1,1.7941
2020-12-15 09:28:27.533046,287,15000,2018,2,3.6662
2020-12-15 09:28:27.533046,288,15000,2018,3,3.5882
2020-12-15 09:28:27.533046,289,15000,2018,4,4.4463
2020-12-15 09:28:27.533046,290,15000,2018,5,4.2122
2020-12-15 09:28:27.533046,291,15000,2018,6,4.2122
2020-12-15 09:28:27.533046,292,15000,2018,7,4.2122
2020-12-15 09:28:27.533046,293,15000,2018,8,4.7583
2020-12-15 09:28:27.533046,294,15000,2018,9,4.7583
2020-12-15 09:28:27.533046,295,15000,2018,10,4.4463
2020-12-15 09:28:27.533046,296,15000,2018,11,4.7583
2020-12-15 09:28:27.533046,297,15000,2018,12,4.2122
2020-12-15 09:28:27.533046,298,15000,2018,13,5.1483
2020-12-15 09:28:27.533046,299,15000,2019,1,2.8809
2020-12-15 09:28:27.533046,300,15000,2019,2,4.9832
2020-12-15 09:28:27.533046,301,15000,2019,3,6.1511
2020-12-15 09:28:27.533046,302,15000,2019,4,5.2168
2020-12-15 09:28:27.533046,303,15000,2019,5,4.6717
2020-12-15 09:28:27.533046,304,15000,2019,6,6.3068
2020-12-15 09:28:27.533046,305,15000,2019,7,4.9053
2020-12-15 09:28:27.533046,306,15000,2019,8,4.5939
2020-12-15 09:28:27.533046,307,15000,2019,9,3.5038
2020-12-15 09:28:27.533046,308,15000,2019,10,5.2168
2020-12-15 09:28:27.533046,309,15000,2019,11,4.2824
2020-12-15 09:28:27.533046,310,15000,2019,12,5.684
2020-12-15 09:28:27.533046,311,15000,2019,13,6.3068
2020-12-15 09:28:27.533046,312,15000,2020,1,3.0303
2020-12-15 09:28:27.533046,313,15000,2020,2,4.5843
2020-12-15 09:28:27.533046,314,15000,2020,3,5.0505
2020-12-15 09:28:27.533046,315,15000,2020,4,2.9526
2020-12-15 09:28:27.533046,316,15000,2020,5,0.777
2020-12-15 09:28:27.533046,317,15000,2020,6,0.0
2020-12-15 09:28:27.533046,318,15000,2020,7,0.0
2020-12-15 09:28:27.533046,319,15000,2020,8,0.0
2020-12-15 09:28:27.533046,320,15000,2020,9,0.0
2020-12-15 09:28:27.533046,321,15000,2020,10,0.0
2020-12-15 09:28:27.533046,322,15000,2020,11,0.0
2020-12-15 09:28:27.533046,323,15000,2020,12,0.0
2020-12-15 09:28:27.533046,324,15000,2020,13,0.0
2020-12-15 09:28:27.533046,325,17000,2016,1,0.9091
2020-12-15 09:28:27.533046,326,17000,2016,2,2.0203
2020-12-15 09:28:27.533046,327,17000,2016,3,6.162
2020-12-15 09:28:27.533046,328,17000,2016,4,7.3742
2020-12-15 09:28:27.533046,329,17000,2016,5,5.7579
2020-12-15 09:28:27.533046,330,17000,2016,6,6.8691
2020-12-15 09:28:27.533046,331,17000,2016,7,5.6569
2020-12-15 09:28:27.533046,332,17000,2016,8,6.6671
2020-12-15 09:28:27.533046,333,17000,2016,9,5.7579
2020-12-15 09:28:27.533046,334,17000,2016,10,6.9701
2020-12-15 09:28:27.533046,335,17000,2016,11,8.2833
2020-12-15 09:28:27.533046,336,17000,2016,12,5.4549
2020-12-15 09:28:27.533046,337,17000,2016,13,6.7681
2020-12-15 09:28:27.533046,338,17000,2017,1,3.9319
2020-12-15 09:28:27.533046,339,17000,2017,2,7.3596
2020-12-15 09:28:27.533046,340,17000,2017,3,4.8392
2020-12-15 09:28:27.533046,341,17000,2017,4,6.1498
2020-12-15 09:28:27.533046,342,17000,2017,5,7.158
2020-12-15 09:28:27.533046,343,17000,2017,6,9.376
