date,entity,year,period,value,forecast,ci_inf,ci_sup
2020-10-04,97001,2020.0,7.0,,3,0.5903581735696144,5.397743582897416
2020-10-04,99000,2020.0,7.0,,1,0.0,3.9473834655182856
2020-10-04,99001,2020.0,7.0,,5,5.324761731225073,5.504713743854748
2020-11-01,00000,2020.0,8.0,,0,0.0,0.0
2020-11-01,05000,2020.0,8.0,,871,734.7030080584343,1006.3145671031975
2020-11-01,05001,2020.0,8.0,,184,132.51857623616672,236.12417666274155
2020-11-01,08000,2020.0,8.0,,80,46.70431693367897,113.44213200291011
2020-11-01,08001,2020.0,8.0,,35,7.077950799640533,63.510506462603686
2020-11-01,11001,2020.0,8.0,,552,428.0356098104702,675.665295470065
2020-11-01,13000,2020.0,8.0,,43,6.527538645010722,78.81032541777867
2020-11-01,13001,2020.0,8.0,,0,0.0,0.0
2020-11-01,15000,2020.0,8.0,,49,34.03979600684361,63.44907335576294
2020-11-01,15001,2020.0,8.0,,8,1.0085986877814044,15.122143384346455
2020-11-01,17000,2020.0,8.0,,69,44.803750207684736,93.15366521316966
2020-11-01,17001,2020.0,8.0,,35,19.36358401813776,51.524502429149436
2020-11-01,18000,2020.0,8.0,,15,8.584242066948246,22.318312237130304
2020-11-01,18001,2020.0,8.0,,6,0.0,20.48426166504816
2020-11-01,19000,2020.0,8.0,,47,31.267550977141042,62.04313847340937
2020-11-01,19001,2020.0,8.0,,20,9.97592046493558,30.963745154195454
2020-11-01,20000,2020.0,8.0,,42,25.234713475162316,59.33479153159124
2020-11-01,20001,2020.0,8.0,,11,4.894826677043758,18.1003189188121
2020-11-01,23000,2020.0,8.0,,80,80.44073432923517,80.45164849883773
2020-11-01,23001,2020.0,8.0,,33,26.26122333162897,38.937040347106716
2020-11-01,25000,2020.0,8.0,,87,0.28219664189899163,172.93192415372977
2020-11-01,27000,2020.0,8.0,,2,0.0,16950390241.041925
2020-11-01,27001,2020.0,8.0,,2,0.0,7.8970170494166325
2020-11-01,41000,2020.0,8.0,,46,37.09086026046802,54.80460458867948
2020-11-01,41001,2020.0,8.0,,18,10.685848353155173,25.72856024736361
2020-11-01,44000,2020.0,8.0,,27,21.698136003570774,31.77171686434732
2020-11-01,44001,2020.0,8.0,,6,2.69536569351835,8.829826333103782
2020-11-01,47000,2020.0,8.0,,44,42.43255275799596,46.455377204338724
2020-11-01,47001,2020.0,8.0,,12,6.6031792990149505,18.340248580088794
2020-11-01,50000,2020.0,8.0,,35,21.308903021650828,47.7582992191734
2020-11-01,50001,2020.0,8.0,,0,0.0,17.795276367615223
2020-11-01,52000,2020.0,8.0,,25,0.0,76.89142709816494
2020-11-01,52001,2020.0,8.0,,36,19.434002237283813,52.47489649888377
2020-11-01,54000,2020.0,8.0,,58,38.55736979697584,77.4516230315567
2020-11-01,54001,2020.0,8.0,,25,15.246436886203838,33.94023753075773
2020-11-01,63000,2020.0,8.0,,27,6.107347265779751,48.27117438112459
2020-11-01,63001,2020.0,8.0,,16,10.560124449799254,21.559323502758737
2020-11-01,66000,2020.0,8.0,,33,5.832024703142906,61.086759398307095
2020-11-01,66001,2020.0,8.0,,13,1.720807593482018,24.233569953528775
2020-11-01,68000,2020.0,8.0,,30,0.0,67.17959099115608
2020-11-01,68001,2020.0,8.0,,30,21.94043370834577,37.293098622280816
2020-11-01,70000,2020.0,8.0,,30,0.0,1038816924.3964536
2020-11-01,70001,2020.0,8.0,,3,0.36770554311138604,5.647486219367808
